ID,CRM_ID,NAME,GENDER,EMAIL_ADDRESS,PHONE_NUMBER,SOCIAL_SECURITY_NUMBER,STREET_ADDRESS,CITY,STATE,STATE_CODE,ZIP_CODE,EDUCATION,EMPLOYMENT_STATUS,MARITAL_STATUS,RESIDENCE,YRS_AT_CURRENT_ADDRESS,YRS_WITH_CURRENT_EMPLOYER,INCOME,NUMBER_OF_CARDS,CREDITCARD_DEBT,LOANS,CREDIT_SCORE
200119,C005119,Petronille Brooks,Male,petronille.brooks0119@mortgage-demo.local,650-555-1119,999-49-1119,3263 Sunset Court,West Hills,California,CA,91307,High School or Below,Unemployed,Single,Owner Occupier,15,26,44721.1,1,4774.84,0,583
200120,C005120,Antone Jurgensen,Female,antone.jurgensen0120@mortgage-demo.local,626-555-1120,999-50-1120,1481 Sunset Avenue,Vacaville,California,CA,48647,College,Unemployed,Single,Owner Occupier,6,15,51976.76,3,1636.53,1,783
200121,C005121,Laurine Feil,Female,laurine.feil0121@example.com,916-555-1121,999-51-1121,3667 Sunset Drive,Belmont,California,CA,43749,College,Employed,Married,Owner Occupier,14,8,49215.23,1,1147.64,2,569
200122,C005122,Maximillian Bogan,Male,maximillian.bogan0122@mortgage-demo.local,510-555-1122,999-52-1122,9199 Pine Drive,Van Nuys,California,CA,47474,Master,Unemployed,Married,Private Renting,8,13,48598.6,3,1229.07,0,596
200123,C005123,Joanny Reilly,Male,joanny.reilly0123@syntheticmail.test,818-555-1123,999-53-1123,5237 Cedar Avenue,Tustin,California,CA,92780,Bachelor,Unemployed,Single,Owner Occupier,13,23,48604.88,2,3540.3,0,771
200124,C005124,Gilbert Zulauf,Male,gilbert.zulauf0124@syntheticmail.test,310-555-1124,999-54-1124,5874 Vista Drive,San Jose,California,CA,95122,Bachelor,Employed,Married,Owner Occupier,30,13,52819.88,2,3432.38,0,705
200125,C005125,Gilbert Bogisich,Female,gilbert.bogisich0125@syntheticmail.test,805-555-1125,999-55-1125,5429 Lincoln Drive,Hesperia,California,CA,92345,High School or Below,Employed,Married,Owner Occupier,18,20,50579.87,2,532.01,1,711
200126,C005126,Lelia Fleis,Male,lelia.fleis0126@samplemail.test,626-555-1126,999-56-1126,2251 Market Court,Modesto,California,CA,95350,High School or Below,Unemployed,Single,Owner Occupier,5,10,43321.1,1,0.0,1,388
200127,C005127,Jennyfer Quitzon,Male,jennyfer.quitzon0127@samplemail.test,805-555-1127,999-57-1127,8022 Maple Road,Santa Rosa,California,CA,95401,College,Unemployed,Married,Owner Occupier,20,21,43916.19,2,1009.0,1,645
200128,C005128,Brynne McDermott,Female,brynne.mcdermott0128@example.com,916-555-1128,999-58-1128,68 Market Lane,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,13,15,48688.21,1,1093.56,1,758
200129,C005129,Milo Wiza,Female,milo.wiza0129@mortgage-demo.local,310-555-1129,999-59-1129,8032 Lincoln Lane,Rancho Cucamonga,California,CA,39116,Bachelor,Unemployed,Single,Owner Occupier,13,11,50775.84,2,1198.62,2,781
200130,C005130,Shelley O'Kon,Male,shelley.okon0130@example.com,818-555-1130,999-60-1130,9731 Oak Street,San Francisco,California,CA,37357,Bachelor,Employed,Married,Owner Occupier,10,13,49736.34,1,1106.12,2,698
200131,C005131,Archaimbaud Cronin,Male,archaimbaud.cronin0131@syntheticmail.test,510-555-1131,999-61-1131,1719 Vista Street,Anderson,California,CA,96007,College,Employed,Married,Private Renting,24,27,55625.48,1,752.39,1,623
200132,C005132,Joanny Kollach,Male,joanny.kollach0132@samplemail.test,202-555-1132,999-62-1132,7876 Lincoln Lane,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,13,15,47829.33,2,1371.99,1,618
200133,C005133,Florence Huc,Female,florence.huc0133@syntheticmail.test,202-555-1133,999-63-1133,821 Maple Road,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,12,14,50224.58,2,1163.98,2,682
200134,C005134,Bertram Mannix,Male,bertram.mannix0134@mortgage-demo.local,310-555-1134,999-64-1134,1523 Lincoln Court,Modesto,California,CA,95350,High School or Below,Unemployed,Single,Owner Occupier,1,8,45440.41,1,167.89,0,366
200135,C005135,Hershel Beer,Male,hershel.beer0135@syntheticmail.test,805-555-1135,999-65-1135,9322 River Road,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,9,26,60851.2,1,11891.23,0,824
200136,C005136,Delmer Klaggeman,Female,delmer.klaggeman0136@mortgage-demo.local,818-555-1136,999-66-1136,203 Vista Lane,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,35,20,57793.06,1,1320.17,1,669
200137,C005137,Gayler Koepp,Female,gayler.koepp0137@syntheticmail.test,949-555-1137,999-67-1137,8124 Cedar Street,Palm Springs,California,CA,92262,Bachelor,Employed,Divorced,Public Housing,25,15,56509.19,1,1836.34,0,439
200138,C005138,Hayley Abshire,Male,hayley.abshire0138@example.com,213-555-1138,999-68-1138,8167 River Court,San Jose,California,CA,95118,College,Employed,Married,Private Renting,10,9,43056.5,1,932.99,2,752
200139,C005139,Shelley Wolff,Male,shelley.wolff0139@example.com,714-555-1139,999-69-1139,3653 River Court,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,6,10,48555.93,2,1325.05,2,751
200140,C005140,Curt Hessel,Female,curt.hessel0140@mortgage-demo.local,916-555-1140,999-70-1140,8974 Vista Court,Yorba Linda,California,CA,42899,Bachelor,Employed,Married,Public Housing,11,11,46188.96,2,1010.48,1,525
200141,C005141,Leonor Lindgren,Female,leonor.lindgren0141@mortgage-demo.local,818-555-1141,999-71-1141,1766 Hillcrest Avenue,Clovis,California,CA,37738,Master,Unemployed,Single,Owner Occupier,13,16,45857.82,2,1066.38,2,692
200142,C005142,Wilie Kulas,Male,wilie.kulas0142@samplemail.test,213-555-1142,999-72-1142,9480 Cedar Road,Costa Mesa,California,CA,92627,Master,Employed,Married,Private Renting,4,13,52630.09,2,1029.17,1,598
200143,C005143,Jamal Carroll,Female,jamal.carroll0143@mortgage-demo.local,415-555-1143,999-73-1143,8976 Lincoln Lane,Sacramento,California,CA,95821,Bachelor,Employed,Married,Owner Occupier,0,14,55489.29,1,1667.85,2,533
200144,C005144,Jalyn Funk,Male,jalyn.funk0144@syntheticmail.test,949-555-1144,999-74-1144,8748 Sunset Boulevard,Huntington Beach,California,CA,42811,Bachelor,Medical Leave,Divorced,Private Renting,13,12,53502.92,2,1091.11,0,598
200145,C005145,Raheem Kuhn,Male,raheem.kuhn0145@mortgage-demo.local,916-555-1145,999-75-1145,7416 Maple Lane,Alhambra,California,CA,46770,High School or Below,Employed,Single,Private Renting,11,12,49884.35,1,1362.33,1,565
200146,C005146,Abramo Hills,Female,abramo.hills0146@syntheticmail.test,949-555-1146,999-76-1146,3696 Lincoln Lane,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,4,13,46355.07,2,857.63,0,742
200147,C005147,Isai Bashirian,Male,isai.bashirian0147@example.com,202-555-1147,999-77-1147,5416 River Road,Whittier,California,CA,90602,High School or Below,Medical Leave,Married,Living with parents/guardian,13,20,44213.06,1,14811.4,0,785
200148,C005148,Hayley Errington,Female,hayley.errington0148@samplemail.test,949-555-1148,999-78-1148,3013 Vista Street,Freedom,California,CA,43427,College,Employed,Married,Owner Occupier,8,12,49355.39,2,1566.64,0,505
200149,C005149,Petronille Armstrong,Female,petronille.armstrong0149@samplemail.test,626-555-1149,999-79-1149,3995 Oak Court,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,10,11,47138.25,3,1364.98,0,552
200150,C005150,Cordie McReynold,Male,cordie.mcreynold0150@samplemail.test,213-555-1150,999-80-1150,5249 Vista Street,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,9,29,64228.61,2,11011.61,1,774
200151,C005151,Rosa Farrell,Male,rosa.farrell0151@syntheticmail.test,213-555-1151,999-81-1151,5435 Oak Street,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,9,14,49646.44,3,1238.51,0,580
200152,C005152,Othilia Pilgram,Female,othilia.pilgram0152@example.com,916-555-1152,999-82-1152,1037 Pine Avenue,Belmont,California,CA,43749,College,Employed,Married,Owner Occupier,8,14,50318.08,3,1066.71,1,585
200153,C005153,Delmer Lesch,Male,delmer.lesch0153@syntheticmail.test,510-555-1153,999-83-1153,8942 Sunset Road,Carson,California,CA,39380,Bachelor,Employed,Married,Owner Occupier,8,11,51540.14,3,1259.27,1,704
200154,C005154,Penny Waggatt,Male,penny.waggatt0154@mortgage-demo.local,310-555-1154,999-84-1154,3470 Hillcrest Road,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,9,15,50714.17,1,1132.58,1,708
200155,C005155,Jonatan Beier,Female,jonatan.beier0155@example.com,619-555-1155,999-85-1155,3235 Pine Way,Healdsburg,California,CA,95448,College,Unemployed,Married,Public Housing,9,19,46299.67,2,1798.83,0,774
200156,C005156,Zuzana Everiss,Male,zuzana.everiss0156@mortgage-demo.local,619-555-1156,999-86-1156,7018 Cedar Avenue,Petaluma,California,CA,94954,Bachelor,Medical Leave,Married,Owner Occupier,0,20,43443.89,1,2131.41,0,508
200157,C005157,Jonatan Rath,Male,jonatan.rath0157@mortgage-demo.local,510-555-1157,999-87-1157,2294 Vista Lane,Los Angeles,California,CA,38148,High School or Below,Employed,Married,Living with parents/guardian,9,12,46012.41,1,1171.73,1,723
200158,C005158,Jordi Shilstone,Male,jordi.shilstone0158@syntheticmail.test,415-555-1158,999-88-1158,2436 Lincoln Boulevard,Carson,California,CA,39380,Bachelor,Employed,Married,Owner Occupier,11,12,50268.42,1,1222.88,1,657
200159,C005159,Magnum Funk,Female,magnum.funk0159@samplemail.test,415-555-1159,999-89-1159,7922 Lincoln Avenue,Yorba Linda,California,CA,42899,Bachelor,Employed,Married,Public Housing,11,18,50395.93,2,1350.91,1,580
200160,C005160,Chance Brooks,Female,chance.brooks0160@example.com,805-555-1160,999-10-1160,8543 Sunset Drive,Tahoe City,California,CA,96145,High School or Below,Unemployed,Married,Owner Occupier,10,3,43763.07,3,972.79,0,554
200161,C005161,Einar Labadie,Male,einar.labadie0161@example.com,310-555-1161,999-11-1161,8223 Cedar Way,Hayward,California,CA,45626,Doctor,Employed,Married,Private Renting,16,11,47239.48,2,1482.49,2,675
200162,C005162,Jordi Hoeger,Male,jordi.hoeger0162@syntheticmail.test,805-555-1162,999-12-1162,7845 River Lane,Los Angeles,California,CA,51168,High School or Below,Unemployed,Married,Private Renting,12,12,48629.69,2,1415.42,2,786
200163,C005163,Shauna Grayland,Female,shauna.grayland0163@example.com,650-555-1163,999-13-1163,4645 Maple Lane,Fullerton,California,CA,92635,Doctor,Employed,Married,Private Renting,21,20,46019.04,2,2711.52,1,794
200164,C005164,Marcelo Lahy,Male,marcelo.lahy0164@syntheticmail.test,415-555-1164,999-14-1164,9774 Pine Street,Studio City,California,CA,49849,Doctor,Employed,Single,Living with parents/guardian,12,10,48569.43,2,1483.21,1,785
200165,C005165,Cordie Wiza,Female,cordie.wiza0165@example.com,619-555-1165,999-15-1165,7070 Vista Boulevard,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,32,19,59889.58,1,1170.35,0,732
200166,C005166,Domingo McDermott,Male,domingo.mcdermott0166@samplemail.test,510-555-1166,999-16-1166,1374 Sunset Boulevard,Aptos,California,CA,37210,College,Employed,Single,Private Renting,8,11,50298.11,1,1069.4,2,657
200167,C005167,Carmine Durgan,Male,carmine.durgan0167@mortgage-demo.local,626-555-1167,999-17-1167,4515 Hillcrest Lane,Healdsburg,California,CA,43104,College,Unemployed,Married,Public Housing,9,11,48223.59,2,1194.24,1,533
200168,C005168,Trent Reilly,Female,trent.reilly0168@samplemail.test,415-555-1168,999-18-1168,7318 Cedar Street,San Lorenzo,California,CA,94580,High School or Below,Employed,Married,Owner Occupier,3,17,54410.31,3,2821.97,0,818
200169,C005169,Hershel Smitham,Female,hershel.smitham0169@mortgage-demo.local,916-555-1169,999-19-1169,1312 Pine Avenue,San Jose,California,CA,38823,College,Employed,Married,Public Housing,13,13,49879.33,3,905.6,2,479
200170,C005170,Hershel Beier,Female,hershel.beier0170@mortgage-demo.local,805-555-1170,999-20-1170,3191 Oak Lane,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,2,13,42301.59,3,740.05,2,689
200171,C005171,Madelle Batz,Male,madelle.batz0171@mortgage-demo.local,805-555-1171,999-21-1171,5694 Sunset Lane,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,9,10,49000.85,1,1239.55,0,557
200172,C005172,Keene Petruk,Male,keene.petruk0172@mortgage-demo.local,949-555-1172,999-22-1172,7255 Hillcrest Way,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,14,14,50382.9,1,1189.08,1,736
200173,C005173,Loma Kulas,Male,loma.kulas0173@example.com,213-555-1173,999-23-1173,4315 Market Drive,Lakewood,California,CA,90712,High School or Below,Disabled,Married,Owner Occupier,2,6,42640.59,1,0.0,0,698
200174,C005174,Kurtis Jast,Male,kurtis.jast0174@samplemail.test,415-555-1174,999-24-1174,4349 Market Lane,San Francisco,California,CA,37357,Bachelor,Employed,Married,Owner Occupier,10,12,47938.12,2,958.32,2,714
200175,C005175,Curt Goldner,Male,curt.goldner0175@mortgage-demo.local,626-555-1175,999-25-1175,8042 Cedar Drive,Lakewood,California,CA,90712,High School or Below,Disabled,Married,Owner Occupier,0,6,44467.48,1,277.24,1,668
200176,C005176,Wynnie Dory,Female,wynnie.dory0176@syntheticmail.test,818-555-1176,999-26-1176,5172 Oak Avenue,La Mirada,California,CA,90638,Bachelor,Disabled,Married,Owner Occupier,18,14,43083.45,1,2798.74,2,405
200177,C005177,Caritta Gutkowski,Male,caritta.gutkowski0177@mortgage-demo.local,650-555-1177,999-27-1177,5982 Hillcrest Drive,Huntington Beach,California,CA,42811,Bachelor,Medical Leave,Divorced,Private Renting,13,14,50358.73,2,1300.99,2,543
200178,C005178,Estelle Wiza,Female,estelle.wiza0178@samplemail.test,626-555-1178,999-28-1178,7750 Oak Road,Healdsburg,California,CA,95448,College,Unemployed,Married,Public Housing,14,11,45360.98,2,2279.53,1,655
200179,C005179,Griff Mertz,Male,griff.mertz0179@example.com,619-555-1179,999-29-1179,7371 Lincoln Drive,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,11,11,46149.25,1,1274.41,1,686
200180,C005180,Branson Pouros,Female,branson.pouros0180@mortgage-demo.local,213-555-1180,999-30-1180,8364 River Way,Petaluma,California,CA,49585,Bachelor,Medical Leave,Married,Private Renting,16,8,50442.61,2,1561.36,1,580
200181,C005181,Claudia Armatage,Female,claudia.armatage0181@mortgage-demo.local,510-555-1181,999-31-1181,4774 Sunset Boulevard,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,30,15,53620.95,1,1190.18,0,782
200182,C005182,Bertram Reaveley,Female,bertram.reaveley0182@example.com,202-555-1182,999-32-1182,1046 River Avenue,San Leandro,California,CA,38178,College,Employed,Married,Owner Occupier,12,14,47960.58,2,916.17,0,755
200183,C005183,Brennan MacGinlay,Female,brennan.macginlay0183@example.com,650-555-1183,999-33-1183,5847 Lincoln Way,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,11,9,52446.35,1,355.02,1,786
200184,C005184,Nobe Ratke,Male,nobe.ratke0184@samplemail.test,619-555-1184,999-34-1184,1468 River Drive,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,3,7,41475.12,2,333.04,1,797
200185,C005185,Shyann Walter,Female,shyann.walter0185@mortgage-demo.local,714-555-1185,999-35-1185,9782 Market Avenue,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,4,13,43296.0,3,867.8,1,673
200186,C005186,Beverlee Grayland,Male,beverlee.grayland0186@mortgage-demo.local,626-555-1186,999-36-1186,4665 Vista Drive,Rancho Cucamonga,California,CA,91730,Bachelor,Unemployed,Single,Owner Occupier,17,14,44582.6,1,2234.83,0,743
200187,C005187,Daryl Ionn,Male,daryl.ionn0187@samplemail.test,213-555-1187,999-37-1187,7184 Oak Lane,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,9,13,49507.02,1,1353.96,1,715
200188,C005188,Marion Okuneva,Female,marion.okuneva0188@samplemail.test,213-555-1188,999-38-1188,919 Sunset Boulevard,Freedom,California,CA,43427,College,Employed,Married,Owner Occupier,8,14,49910.19,1,1270.78,1,497
200189,C005189,Minta Ionn,Male,minta.ionn0189@syntheticmail.test,650-555-1189,999-39-1189,1540 Vista Lane,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,9,9,44210.39,2,932.2,1,850
200190,C005190,Milo Danaher,Female,milo.danaher0190@samplemail.test,619-555-1190,999-40-1190,1851 Market Boulevard,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,4,16,47944.86,2,926.75,1,648
200191,C005191,Landen Bogan,Female,landen.bogan0191@mortgage-demo.local,818-555-1191,999-41-1191,984 Oak Court,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,10,13,47366.54,1,1290.96,1,691
200192,C005192,Rosa Kuhn,Female,rosa.kuhn0192@samplemail.test,916-555-1192,999-42-1192,4108 Oak Way,Freedom,California,CA,95019,College,Employed,Married,Owner Occupier,12,21,44572.6,2,5827.27,1,676
200193,C005193,Branson Bashirian,Female,branson.bashirian0193@mortgage-demo.local,202-555-1193,999-43-1193,8874 Lincoln Way,San Leandro,California,CA,38178,College,Employed,Married,Owner Occupier,14,15,47149.82,2,1024.89,0,677
200194,C005194,Caritta Schaden,Female,caritta.schaden0194@samplemail.test,818-555-1194,999-44-1194,4639 Lincoln Boulevard,Vacaville,California,CA,48647,College,Unemployed,Single,Owner Occupier,12,14,47105.55,3,1584.46,1,780
200195,C005195,Buck Bogisich,Female,buck.bogisich0195@mortgage-demo.local,805-555-1195,999-45-1195,805 Lincoln Lane,Norwalk,California,CA,90650,College,Employed,Divorced,Public Housing,25,16,54052.18,3,2795.78,2,803
200196,C005196,Marion Monahan,Male,marion.monahan0196@mortgage-demo.local,510-555-1196,999-46-1196,8668 Oak Street,Carson,California,CA,39380,Bachelor,Employed,Married,Owner Occupier,9,12,49171.99,3,927.55,1,666
200197,C005197,Oswald Crosetti,Male,oswald.crosetti0197@syntheticmail.test,949-555-1197,999-47-1197,6998 Maple Road,Carson,California,CA,39380,Bachelor,Employed,Married,Owner Occupier,11,12,51426.13,3,1235.94,0,674
200198,C005198,Audie Beer,Female,audie.beer0198@mortgage-demo.local,626-555-1198,999-48-1198,9969 Market Lane,Hesperia,California,CA,92345,High School or Below,Employed,Married,Owner Occupier,26,16,52843.91,2,285.14,1,629
200199,C005199,Bertram Harman,Male,bertram.harman0199@mortgage-demo.local,213-555-1199,999-49-1199,9072 Vista Road,Modesto,California,CA,36975,High School or Below,Unemployed,Single,Private Renting,9,15,47475.66,2,1074.62,1,654
200200,C005200,Jennyfer Goldner,Female,jennyfer.goldner0200@syntheticmail.test,805-555-1200,999-50-1200,2833 River Street,Aptos,California,CA,49497,College,Employed,Single,Private Renting,12,15,48778.32,3,1512.28,1,730
200201,C005201,Brannon Augie,Female,brannon.augie0201@example.com,714-555-1201,999-51-1201,6267 Oak Drive,Torrance,California,CA,90503,Bachelor,Employed,Married,Owner Occupier,6,10,43458.71,1,948.87,0,443
200202,C005202,Galven Labadie,Male,galven.labadie0202@syntheticmail.test,213-555-1202,999-52-1202,2426 Cedar Court,Belmont,California,CA,94002,College,Employed,Married,Public Housing,6,3,51083.94,3,1207.77,0,477
200203,C005203,Estelle Fidilis,Male,estelle.fidilis0203@samplemail.test,949-555-1203,999-53-1203,3971 Maple Drive,Studio City,California,CA,49849,Doctor,Employed,Single,Living with parents/guardian,8,12,47521.31,3,1408.56,1,730
200204,C005204,Hayley Dunnett,Female,hayley.dunnett0204@syntheticmail.test,415-555-1204,999-54-1204,2390 River Avenue,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,11,15,48955.64,1,1691.52,1,767
200205,C005205,Prent Walter,Female,prent.walter0205@syntheticmail.test,415-555-1205,999-55-1205,7720 Oak Court,Huntington Beach,California,CA,92649,Bachelor,Medical Leave,Divorced,Private Renting,2,21,50246.4,1,2883.98,0,850
